System,Mass Code,System Stars,Primary Star Type,Primary Star Spectral Class,Primary Star Luminosity,Primary Star Age,Parent Star,Parent Star Type,Parent Star Spectral Class,Parent Star Luminosity,Parent Star Age,Parent Body,Parent Body Type,Parent Landable,Parent Terraformable,Planet Name,Landable,Orbit Type,Type,Rings,RingTypes,Arrival Distance,Terraforming State,Radius,Earth Masses,Surface Gravity,Surface Temperature,Surface Pressure,Volcanism,Atmosphere,Axial Tilt,Rotational Period,Tidally Locked,Orbital Period,Semi-major Axis,Orbital Eccentricity,Orbital Inclination,Arg. of Periapsis,Mean Anomaly,Longitude of Ascending Node,Coord X,Coord Y,Coord Z,Timestamp
Flyoo Prao AL-V d3-2,D,multiple,F (White) Star,F0,Vb,2850,Flyoo Prao AL-V d3-2 A,F (White) Star,F0,Vb,2850,Flyoo Prao AL-V d3-2 A,F (White) Star,,,Flyoo Prao AL-V d3-2 A 5,no,planetary,Water world,0,"",2441.9233398438,Candidate for terraforming,5521.4255,0.7240409851,0.966117084,255,2.986082531458,No volcanism,Nitrogen,0.442282,1.706157677755,no,461.785053765336,0.012323078316,0.164174,7.153473,204.556963,,,22541.1,-232.125,40278.4,2022-03-10 23:00:45
Flyoo Prao AL-V d3-2,D,multiple,F (White) Star,F0,Vb,2850,Flyoo Prao AL-V d3-2 B,G (White-Yellow) Star,G8,Vab,2850,Flyoo Prao AL-V d3-2 B,G (White-Yellow) Star,,,Flyoo Prao AL-V d3-2 B 3,no,planetary,Water world,0,"",24494.048828125,Candidate for terraforming,3693.5275,0.2001059949,0.5966868401,310,0.298433991799,No volcanism,Carbon dioxide,0.481634,1.869444601829,no,1072.0066105326,1.940156411685,0.004254,-0.178173,211.153065,,,22541.1,-232.125,40278.4,2022-03-10 23:01:12
Flyoo Prao AL-V d3-2,D,multiple,F (White) Star,F0,Vb,2850,Flyoo Prao AL-V d3-2 B,G (White-Yellow) Star,G8,Vab,2850,Flyoo Prao AL-V d3-2 B,G (White-Yellow) Star,,,Flyoo Prao AL-V d3-2 B 4,no,planetary,Water world,0,"",24077.25,Not terraformable,4592.482,0.3963969946,0.7645474672,243,0.87845631323,No volcanism,Nitrogen,0.185521,1.725065023831,no,2391.90390264549,3.312843825698,0.000576,-2.897404,116.184844,,,22541.1,-232.125,40278.4,2022-03-10 23:01:14
Flyoo Prao AL-V d3-6,D,multiple,F (White) Star,F1,Vb,1372,Flyoo Prao AL-V d3-6 A,F (White) Star,F1,Vb,1372,Flyoo Prao AL-V d3-6 A,F (White) Star,,,Flyoo Prao AL-V d3-6 A 5,no,planetary,Water world,0,"",1460,Candidate for terraforming,7520.0315,2.0593190193,1.4813351631,341,12.997151492721,Minor Metallic Magma,Thick Ammonia,-0.513089,1.546669950602,no,1586.65881112766,2.932364591219,0.003082,-1.662009,95.84966,,,22520.3,-229.312,40228.8,2022-03-10 23:19:34
Flyoo Prao AL-W d2-0,D,multiple,F (White) Star,F6,Vb,4764,Flyoo Prao AL-W d2-0 A,F (White) Star,F6,Vb,4764,Flyoo Prao AL-W d2-0 A,F (White) Star,,,Flyoo Prao AL-W d2-0 A 5,no,planetary,Water world,0,"",1504.0574951172,Candidate for terraforming,8706.584,3.4668650627,1.860417366,344,18.495136935603,Metallic Magma,Thick Ammonia,0.47738,0.629771724699,no,1661.62089617164,3.012279142127,0.003081,2.920914,21.673625,,,22185.5,-584.438,40142.2,2022-08-21 17:27:27
Flyoo Prao AM-C d13-1,D,single,F (White) Star,F7,Vb,356,Flyoo Prao AM-C d13-1,F (White) Star,F7,Vb,356,Flyoo Prao AM-C d13-1,F (White) Star,,,Flyoo Prao AM-C d13-1 6,no,planetary,Water world,0,"",945,Candidate for terraforming,5913.0185,0.9087949991,1.0573444366,390,3.743249444856,Major Rocky Magma,Water-rich,0.48819,1.664454567813,no,833.411225014259,1.894151648957,0.000364,-0.786398,28.407655,,,22345.8,-757.25,41053.2,2022-08-05 20:51:43
Flyoo Prao AM-C d3,D,single,F (White) Star,F8,Vb,1880,Flyoo Prao AM-C d3,F (White) Star,F8,Vb,1880,Flyoo Prao AM-C d3,F (White) Star,,,Flyoo Prao AM-C d3 1,no,planetary,Water world,0,"",790.8446044922,Candidate for terraforming,3525.236,0.1702740043,0.5573666692,314,0.169775725547,No volcanism,Carbon dioxide,-0.072892,12.544648566516,no,8.680406819896,0.000393287905,0.155013,2.114307,23.376015,,,21724.4,-226.312,39952,2022-02-22 22:09:52
Flyoo Prao AM-C d3,D,single,F (White) Star,F8,Vb,1880,Flyoo Prao AM-C d3,F (White) Star,F8,Vb,1880,Flyoo Prao AM-C d3,F (White) Star,,,Flyoo Prao AM-C d3 2,no,planetary,Water world,0,"",791.1049194336,Candidate for terraforming,3431.97675,0.1564279944,0.5402500629,289,0.173559997997,No volcanism,Carbon dioxide-rich,0.171213,12.023801208252,no,8.680406819896,0.000428098764,0.155013,2.114307,203.376,,,21724.4,-226.312,39952,2022-02-22 22:09:55
Flyoo Prao AM-C d4,D,single,A (Blue-White) Star,A7,Vb,580,Flyoo Prao AM-C d4,A (Blue-White) Star,A7,Vb,580,Flyoo Prao AM-C d4,A (Blue-White) Star,,,Flyoo Prao AM-C d4 5,no,planetary,Water world,0,"",1768.9512939453,Candidate for terraforming,3216.9905,0.1272110045,0.5000277758,245,0.111450372406,No volcanism,Carbon dioxide-rich,-0.507912,0.628641172627,no,1958.68506475729,3.555340048939,0.006382,-0.015914,247.316119,,,21723.5,-219.906,39963.9,2022-02-22 22:14:19
Flyoo Prao AM-C d8,D,single,A (Blue-White) Star,A8,Vb,1360,Flyoo Prao AM-C d8,A (Blue-White) Star,A8,Vb,1360,Flyoo Prao AM-C d8,A (Blue-White) Star,,,Flyoo Prao AM-C d8 5,no,planetary,Water world,0,"",1581.044921875,Candidate for terraforming,4541.706,0.3829900026,0.7552981377,338,0.721116534054,No volcanism,Nitrogen,-0.362071,2.141754980486,no,106.706164639306,0.003651553435,0.182441,0.775599,42.133828,,,21752,-218.25,39915.5,2022-02-22 22:21:29
Flyoo Prao AM-C d8,D,single,A (Blue-White) Star,A8,Vb,1360,Flyoo Prao AM-C d8,A (Blue-White) Star,A8,Vb,1360,Flyoo Prao AM-C d8,A (Blue-White) Star,,,Flyoo Prao AM-C d8 6,no,planetary,Water world,0,"",2781.2443847656,Not terraformable,4881.985,0.484205991,0.8264304399,221,1.30608530718,No volcanism,Nitrogen,-0.306292,1.876587941262,no,3656.0128684397,5.593211538634,0.003887,0.675067,25.946427,,,21752,-218.25,39915.5,2022-02-22 22:21:39
Flyoo Prao AM-J d10-0,D,single,A (Blue-White) Star,A9,Vb,1564,Flyoo Prao AM-J d10-0,A (Blue-White) Star,A9,Vb,1564,Flyoo Prao AM-J d10-0,A (Blue-White) Star,,,Flyoo Prao AM-J d10-0 2,no,planetary,Water world,0,"",1414.3637695313,Candidate for terraforming,3355.96075,0.1460819989,0.5276330709,259,0.056289989501,No volcanism,Thin Carbon dioxide-rich,0.072414,0.751188665694,no,1417.25013101539,2.834133742414,0.000101,-0.814075,95.415834,,,22735,-44.4062,40825.2,2020-09-07 02:57:30
Flyoo Prao AM-J d10-0,D,single,A (Blue-White) Star,A9,Vb,1564,Flyoo Prao AM-J d10-0,A (Blue-White) Star,A9,Vb,1564,Flyoo Prao AM-J d10-0,A (Blue-White) Star,,,Flyoo Prao AM-J d10-0 5,no,planetary,Water world,0,"",2456.521484375,Not terraformable,4872.571,0.4846870005,0.8304510713,227,0.897509634495,No volcanism,Nitrogen,2.358607,1.2902550661,no,3244.66507192014,4.923069568874,5.4000000091e-05,-0.05985,176.217781,,,22735,-44.4062,40825.2,2020-09-07 02:57:43
Flyoo Prao AM-U d3-1,D,multiple,F (White) Star,F4,Vb,888,,,,,,,,,,Flyoo Prao AM-U d3-1 ABC 1,no,planetary,Water world,0,"",1039.8784179688,Candidate for terraforming,5797.691,0.8552520275,1.0350301266,397,4.416505674809,Major Rocky Magma,Water-rich,0.37255,1.280572092731,no,985.901595817674,2.428277708282,0.000474,-0.015257,337.925962,,,21724.4,-646.594,40239.8,2022-07-19 21:37:38
Flyoo Prao AN-H d11-4,D,multiple,G (White-Yellow) Star,G4,Vab,770,Flyoo Prao AN-H d11-4 B,M (Red dwarf) Star,M8,Va,770,Flyoo Prao AN-H d11-4 B,M (Red dwarf) Star,,,Flyoo Prao AN-H d11-4 B 2,no,planetary,Water world,0,"",5437.1381835938,Candidate for terraforming,4945.9895,0.5029249787,0.8363072872,254,1.11706340313,No volcanism,Nitrogen,0.193934,82.682210244074,no,82.680225648264,0.234001842818,7.000000187e-05,-0.96348,355.505961,,,22188.7,-183.156,40900.4,2021-07-22 22:22:10
Flyoo Prao AN-H d11-9,D,single,F (White) Star,F0,Vb,1614,Flyoo Prao AN-H d11-9 1,Y (Brown dwarf) Star,Y4,V,1614,Flyoo Prao AN-H d11-9 1,Y (Brown dwarf) Star,,,Flyoo Prao AN-H d11-9 1 a,no,moon of star,Water world,0,"",1458.9771728516,Candidate for terraforming,7713.883,0.8089209795,0.5530049801,269,521.163513183594,No volcanism,Thick Argon-rich,-0.430809,180.099254856146,no,180.086941906701,0.164587237805,0,68.537636,122.04086,,,22199,-167.156,40859.3,2021-07-22 22:42:55
Flyoo Prao AN-I d10-1,D,multiple,A (Blue-White) Star,A9,Vb,1510,Flyoo Prao AN-I d10-1 A,A (Blue-White) Star,A9,Vb,1510,Flyoo Prao AN-I d10-1 A,A (Blue-White) Star,,,Flyoo Prao AN-I d10-1 A 6,no,planetary,Water world,0,"",1897.7102050781,Candidate for terraforming,7125.3255,1.7137349844,1.3731034994,369,0.823432873802,Minor Metallic Magma,Water-rich,0.221014,1.012682020926,no,265.882164239884,0.008638963588,0.165843,0.169205,221.751029,,,21917.1,-450.125,40843.9,2022-08-05 13:58:37
Flyoo Prao AN-Q d6-10,D,multiple,G (White-Yellow) Star,G9,Va,980,Flyoo Prao AN-Q d6-10 B,M (Red dwarf) Star,M8,Va,980,Flyoo Prao AN-Q d6-10 B,M (Red dwarf) Star,,,Flyoo Prao AN-Q d6-10 B 4,no,planetary,Water world,0,"",1540.2907714844,Candidate for terraforming,4143.64225,0.2853760123,0.6761171818,258,0.840175569057,No volcanism,Nitrogen,-0.154836,107.358740666354,yes,107.358183573796,0.274085516979,0.000571,0.073731,250.363364,,,21893.2,-69.3438,40496,2020-11-03 02:32:18
Flyoo Prao AN-Q d6-12,D,single,F (White) Star,F0,Vb,2196,Flyoo Prao AN-Q d6-12 5,Y (Brown dwarf) Star,Y5,V,2196,Flyoo Prao AN-Q d6-12 5,Y (Brown dwarf) Star,,,Flyoo Prao AN-Q d6-12 5 a,no,moon of star,Water world,0,"",1810.6063232422,Not terraformable,5322.23,0.2352080047,0.3377799392,208,0.084110073745,No volcanism,Thin Water-rich,-0.504967,45.385344920266,yes,45.384155517373,0.061309028511,0,22.049353,250.536294,,,21928.4,-74.3125,40490.7,2020-11-03 02:57:01
Flyoo Prao AO-F d12-6,D,single,F (White) Star,F0,VI,1276,Flyoo Prao AO-F d12-6,F (White) Star,F0,VI,1276,Flyoo Prao AO-F d12-6,F (White) Star,,,Flyoo Prao AO-F d12-6 4,no,planetary,Earth-like world,0,"",1234.7354736328,Not terraformable,4914.8125,0.4937629998,0.8315218687,295,1.038053756477,No volcanism,Suitable for water-based life,-0.097274,1.465296235914,no,1192.08378924259,2.474328928233,2.9e-05,-1.240762,92.221853,,,21741.7,-239.688,40996.6,2022-03-06 02:36:39
Flyoo Prao AQ-N d7-0,D,multiple,F (White) Star,F6,VI,4708,,,,,,,,,,Flyoo Prao AQ-N d7-0 DE 1,no,planetary,Water world,0,"",12014.560546875,Not terraformable,6708.8845,1.3952009678,1.2609711885,247,2.569619571922,No volcanism,Carbon dioxide-rich,-0.19406,2.140339035498,no,376.038460267917,0.864471177259,0.001609,-1.686806,208.071123,,,22668.8,-584.375,40541.2,2022-07-12 23:45:36
Flyoo Prao AQ-O d6-0,D,single,F (White) Star,F0,Vb,1682,Flyoo Prao AQ-O d6-0,F (White) Star,F0,Vb,1682,Flyoo Prao AQ-O d6-0,F (White) Star,,,Flyoo Prao AQ-O d6-0 4,no,planetary,Water world,0,"",1874.8083496094,Candidate for terraforming,7770.912,2.3091049194,1.5554953814,324,0.773100793362,Minor Metallic Magma,Nitrogen,-0.063412,1.054470430185,no,1995.13972081516,3.754700223027,0.000713,-0.000888,116.141998,,,22341.5,-903.562,40468.6,2021-05-18 02:26:35
Flyoo Prao AQ-V d3-3,D,multiple,F (White) Star,F2,Vb,1716,,,,,,,,,,Flyoo Prao AQ-V d3-3 ABCD 2,no,planetary,Water world,2,"Metal Rich (1), Rocky (1)",1398.720703125,Not terraformable,7001.885,1.55993402,1.2943308353,451,154.927154541016,Minor Metallic Magma,Thick Argon-rich,-0.314817,173.060430442211,no,173.021832274062,0.133029400309,0.192912,7.752665,306.336289,,,22667.3,-163.031,40232.8,2021-08-14 11:25:10
Flyoo Prao AQ-V d3-6,D,single,A (Blue-White) Star,A7,Vb,1442,Flyoo Prao AQ-V d3-6,A (Blue-White) Star,A7,Vb,1442,Flyoo Prao AQ-V d3-6,A (Blue-White) Star,,,Flyoo Prao AQ-V d3-6 9,no,planetary,Water world,0,"",4324.9545898438,Not terraformable,6750.3045,1.4292279482,1.2759211063,303,13.522031784058,Minor Silicate Vapour Geysers,Thick Carbon dioxide,-2.055308,1.716835596146,no,7336.77449601667,8.667153081394,0.000268,-4.471329,134.540629,,,22663.8,-170.906,40229.8,2021-08-14 11:46:54
Flyoo Prao AQ-X d1-1,D,multiple,F (White) Star,F3,Vb,3098,Flyoo Prao AQ-X d1-1 A,F (White) Star,F3,Vb,3098,Flyoo Prao AQ-X d1-1 A,F (White) Star,,,Flyoo Prao AQ-X d1-1 A 4,no,planetary,Water world,0,"",2223.4631347656,Not terraformable,7345.102,1.8994699717,1.4322069883,447,17.058683691093,Minor Metallic Magma,Thick Carbon dioxide,-0.235727,0.760408941944,no,2749.66084570799,4.453804884407,0.001755,0.236629,335.265518,,,22037.4,-768.688,40059.7,2022-07-04 19:03:18
Flyoo Prao AR-C d0,D,single,A (Blue-White) Star,A8,Vb,1502,Flyoo Prao AR-C d0,A (Blue-White) Star,A8,Vb,1502,Flyoo Prao AR-C d0,A (Blue-White) Star,,,Flyoo Prao AR-C d0 4,no,planetary,Water world,0,"",2328.275390625,Not terraformable,4068.95925,0.2678489983,0.6581007242,306,0.774663448334,No volcanism,Carbon dioxide,-0.180517,0.472726059236,no,2898.2399790375,4.654817756259,0.002476,-2.033958,226.639798,,,21867.6,-170.25,39897,2021-03-26 23:01:33
Flyoo Prao AR-C d10,D,single,F (White) Star,F5,Vab,4316,Flyoo Prao AR-C d10,F (White) Star,F5,Vab,4316,Flyoo Prao AR-C d10,F (White) Star,,,Flyoo Prao AR-C d10 3,no,planetary,Water world,0,"",934.1135864258,Candidate for terraforming,3662.44375,0.1925140023,0.5838340521,250,0.011659883894,No volcanism,Thin Carbon dioxide-rich,-0.310866,1.434146014271,no,802.247343515903,1.873695928225,0.00107,0.472962,341.518625,,,21901.4,-170.125,39901.6,2021-03-26 23:51:32
Flyoo Prao AR-K d9-3,D,single,F (White) Star,F3,Vb,2196,Flyoo Prao AR-K d9-3,F (White) Star,F3,Vb,2196,Flyoo Prao AR-K d9-3,F (White) Star,,,Flyoo Prao AR-K d9-3 5,no,planetary,Water world,0,"",1523.1174316406,Not terraformable,7000.389,1.6069760323,1.333933115,313,9.747380335554,Minor Metallic Magma,Thick Ammonia,-0.420549,0.642549267477,no,1602.99752045567,3.044554839336,0.00266,-0.000524,247.626671,,,22549.5,-297.031,40736.9,2022-06-10 22:19:22
Flyoo Prao AR-T d4-6,D,single,F (White) Star,F0,Vb,1868,Flyoo Prao AR-T d4-6,F (White) Star,F0,Vb,1868,Flyoo Prao AR-T d4-6,F (White) Star,,,Flyoo Prao AR-T d4-6 6,no,planetary,Water world,0,"",2839.69140625,Not terraformable,5396.573,0.6712489724,0.9375977516,223,1.195855770422,No volcanism,Nitrogen,-0.225571,0.853346036019,no,3764.92766318495,5.678126934637,0.002224,-0.025689,126.410255,,,22251,-220.312,40321.4,2022-03-11 23:11:10
Flyoo Prao AR-T d4-7,D,single,A (Blue-White) Star,A9,Vb,2070,Flyoo Prao AR-T d4-7,A (Blue-White) Star,A9,Vb,2070,Flyoo Prao AR-T d4-7,A (Blue-White) Star,,,Flyoo Prao AR-T d4-7 6,no,planetary,Water world,0,"",1785.8472900391,Candidate for terraforming,3534.64,0.1715649962,0.5586082339,272,0.157597728537,No volcanism,Carbon dioxide-rich,-0.315057,1.844371934838,no,1945.81108236759,3.574805425996,0.001125,2.130154,326.16315,,,22212.4,-214.562,40326.4,2022-03-11 23:01:23
Flyoo Prao AR-U d3-0,D,single,F (White) Star,F1,Vb,506,Flyoo Prao AR-U d3-0,F (White) Star,F1,Vb,506,Flyoo Prao AR-U d3-0 9,High metal content world,no,no,Flyoo Prao AR-U d3-0 9 a,no,moon,Water world,0,"",2112.7043457031,Not terraformable,4345.994,0.2817299962,0.606769681,250,0.330222597464,No volcanism,Carbon dioxide,0.35971,105.768553104919,yes,101.173400051065,0.009140715936,0,22.897683,261.928602,58.194131,,21904.3,-559.531,40255,2022-09-13 02:15:20
Flyoo Prao AS-A d14-0,D,multiple,F (White) Star,F4,Vb,1560,Flyoo Prao AS-A d14-0 A,F (White) Star,F4,Vb,1560,Flyoo Prao AS-A d14-0 A,F (White) Star,,,Flyoo Prao AS-A d14-0 A 6,no,planetary,Water world,0,"",3189,Not terraformable,11204.308,4.9118189812,1.5916270018,321,30.68037749815,Major Silicate Vapour Geysers,Thick Carbon dioxide,0.412939,1.033227154896,no,5507.97002183067,6.392839748614,0.001001,7.407883,341.992944,,,22066.2,-817.625,41116.4,2022-08-05 03:01:26
Flyoo Prao AS-D c15-1,C,single,K (Yellow-Orange) Star,K3,Va,4648,Flyoo Prao AS-D c15-1,K (Yellow-Orange) Star,K3,Va,4648,Flyoo Prao AS-D c15-1,K (Yellow-Orange) Star,,,Flyoo Prao AS-D c15-1 3,no,planetary,Water world,0,"",313.6696472168,Candidate for terraforming,3955.55,0.2446079999,0.6359543204,316,0.223636075854,No volcanism,Carbon dioxide-rich,0.408658,0.962908003449,no,228.123980815764,0.628643386299,0.000108,0.007251,175.439539,,,22687.6,-52.4688,40540.5,2020-10-03 22:14:15
Flyoo Prao AS-H d11-1,D,multiple,A (Blue-White) Star,A6,VI,2242,Flyoo Prao AS-H d11-1 A,A (Blue-White) Star,A6,VI,2242,Flyoo Prao AS-H d11-1 A,A (Blue-White) Star,,,Flyoo Prao AS-H d11-1 A 12,no,planetary,Water world,0,"",2407.1948242188,Candidate for terraforming,3976.4445,0.2498539984,0.6427846551,286,0.086046010256,No volcanism,Thin Carbon dioxide-rich,0.211768,0.807926650012,no,402.756532033287,0.00836245745,0.189437,-8.585217,162.401671,,,22344.1,-97.625,40867.7,2020-08-21 20:35:10
Flyoo Prao AS-H d11-3,D,single,A (Blue-White) Star,A7,Vb,1498,Flyoo Prao AS-H d11-3,A (Blue-White) Star,A7,Vb,1498,Flyoo Prao AS-H d11-3,A (Blue-White) Star,,,Flyoo Prao AS-H d11-3 6,no,planetary,Water world,0,"",2540.1635742188,Not terraformable,7427.234,1.972129941,1.4542877674,322,11.75886631012,Minor Metallic Magma,Thick Ammonia,0.010643,1.858746577975,no,3003.8713443059,4.854783786716,0.052462,-117.444546,236.210327,,,22336.7,-36.8125,40855.5,2020-08-21 21:47:00
Flyoo Prao AS-H d11-4,D,single,F (White) Star,F1,Vb,2544,Flyoo Prao AS-H d11-4,F (White) Star,F1,Vb,2544,Flyoo Prao AS-H d11-4,F (White) Star,,,Flyoo Prao AS-H d11-4 5,no,planetary,Water world,0,"",1290.2171630859,Candidate for terraforming,3585.22975,0.1795980036,0.5683770776,301,0.186990901828,No volcanism,Carbon dioxide-rich,0.444858,1.436461929259,no,1264.21092836944,2.587212687857,0.00174,-0.194441,47.53687,,,22391.7,-78.5,40863.7,2020-08-21 22:10:11
Flyoo Prao AS-H d11-4,D,single,F (White) Star,F1,Vb,2544,Flyoo Prao AS-H d11-4,F (White) Star,F1,Vb,2544,Flyoo Prao AS-H d11-4,F (White) Star,,,Flyoo Prao AS-H d11-4 6,no,planetary,Water world,0,"",1641.2537841797,Not terraformable,3683.80975,0.1957399994,0.5867515206,290,0.321256875992,No volcanism,Carbon dioxide-rich,0.404533,1.555017822951,no,1822.24948097164,3.301345663103,0.003784,-2.715455,21.691414,,,22391.7,-78.5,40863.7,2020-08-21 22:25:37
Flyoo Prao AS-I d10-1,D,single,A (Blue-White) Star,A6,Vab,742,Flyoo Prao AS-I d10-1,A (Blue-White) Star,A6,Vab,742,Flyoo Prao AS-I d10-1,A (Blue-White) Star,,,Flyoo Prao AS-I d10-1 7,no,planetary,Water world,0,"",2388.3637695313,Candidate for terraforming,6242.8515,1.0883660316,1.1359990835,356,0.760474879724,No volcanism,Nitrogen,-0.484615,1.030040255567,no,2885.70223859062,4.780599052898,0.005801,0.014445,168.71282,,,22023.3,-405.75,40788.2,2022-06-20 19:26:04
Flyoo Prao AS-I d10-2,D,single,F (White) Star,F1,Vb,1666,Flyoo Prao AS-I d10-2,F (White) Star,F1,Vb,1666,Flyoo Prao AS-I d10-2,F (White) Star,,,Flyoo Prao AS-I d10-2 6,no,planetary,Water world,0,"",1796.1416015625,Not terraformable,7190.8515,1.7775950432,1.3984315395,460,15.58526893659,Minor Metallic Magma,Thick Carbon dioxide,-0.246459,0.766014215625,no,2106.07721021887,3.599475765087,5.2e-05,0.102809,243.802117,,,22033.4,-424.469,40777,2022-06-20 19:49:30
Flyoo Prao AS-R d5-2,D,multiple,G (White-Yellow) Star,G7,Va,1934,Flyoo Prao AS-R d5-2 A,G (White-Yellow) Star,G7,Va,1934,Flyoo Prao AS-R d5-2 A,G (White-Yellow) Star,,,Flyoo Prao AS-R d5-2 A 3,no,planetary,Water world,0,"",1224.3994140625,Not terraformable,3979.931,0.2501060069,0.6423060894,298,0.699326810392,No volcanism,Carbon dioxide,-0.255913,24.555446470278,no,90.710293777558,0.002043868535,0.068273,-8.447735,138.454802,,,21733.7,-291.656,40418.8,2022-06-19 23:48:38
Flyoo Prao AS-R d5-2,D,multiple,G (White-Yellow) Star,G7,Va,1934,Flyoo Prao AS-R d5-2 B,K (Yellow-Orange) Star,K3,Vab,1934,Flyoo Prao AS-R d5-2 B,K (Yellow-Orange) Star,,,Flyoo Prao AS-R d5-2 B 3,no,planetary,Water world,0,"",17661.552734375,Candidate for terraforming,6841.3945,1.5136630535,1.3155548573,347,9.308281519862,Minor Metallic Magma,Thick Ammonia,-0.711314,2.089030045231,no,458.326363177211,1.040299931388,0.004105,0.758702,171.187603,,,21733.7,-291.656,40418.8,2022-06-19 23:47:11
Flyoo Prao AS-R d5-2,D,multiple,G (White-Yellow) Star,G7,Va,1934,Flyoo Prao AS-R d5-2 B,K (Yellow-Orange) Star,K3,Vab,1934,Flyoo Prao AS-R d5-2 B,K (Yellow-Orange) Star,,,Flyoo Prao AS-R d5-2 B 8,no,planetary,Water world,0,"",18034.263671875,Not terraformable,6199.896,1.0827800035,1.145883441,290,8.31091537133,No volcanism,Thick Carbon dioxide,2.028992,0.974492688264,no,2442.61013964815,3.17403315075,0.002046,-0.023481,242.907352,,,21733.7,-291.656,40418.8,2022-06-19 23:48:30
Flyoo Prao AS-R d5-3,D,single,F (White) Star,F2,Vb,1438,Flyoo Prao AS-R d5-3,F (White) Star,F2,Vb,1438,Flyoo Prao AS-R d5-3,F (White) Star,,,Flyoo Prao AS-R d5-3 5,no,planetary,Water world,0,"",1709.0380859375,Not terraformable,6874.1945,1.5185630322,1.3072487116,314,9.352967554898,Minor Metallic Magma,Thick Ammonia,-2.045113,1.75132173706,no,1909.90563068125,3.424809278232,2.5e-05,0.031299,246.315183,,,21741.6,-282.969,40424.1,2022-06-19 23:53:37
Flyoo Prao AS-R d5-4,D,single,F (White) Star,F0,Vb,2158,Flyoo Prao AS-R d5-4,F (White) Star,F0,Vb,2158,Flyoo Prao AS-R d5-4,F (White) Star,,,Flyoo Prao AS-R d5-4 5,no,planetary,Water world,0,"",1864.6306152344,Not terraformable,7424.6545,1.988492012,1.4673725367,318,11.543091537133,Minor Metallic Magma,Thick Ammonia,-1.331257,1.056146611354,no,2225.23607037685,3.737550375944,0.000334,-1.706746,128.009216,,,21749.7,-296.312,40406.8,2022-06-19 23:44:45
Flyoo Prao AS-R d5-5,D,single,F (White) Star,F8,Vb,3006,Flyoo Prao AS-R d5-5,F (White) Star,F8,Vb,3006,Flyoo Prao AS-R d5-5,F (White) Star,,,Flyoo Prao AS-R d5-5 5,no,planetary,Water world,0,"",887.0551147461,Candidate for terraforming,4222.225,0.3031510115,0.6917438507,259,0.222697693067,No volcanism,Nitrogen,-0.392973,1.326596648067,no,798.699756463368,1.77827908822,0.000576,0.222202,18.465184,,,21752.9,-293.469,40394.4,2022-06-19 23:41:52
Flyoo Prao AT-F d12-1,D,single,F (White) Star,F4,Vab,1210,Flyoo Prao AT-F d12-1,F (White) Star,F4,Vab,1210,Flyoo Prao AT-F d12-1,F (White) Star,,,Flyoo Prao AT-F d12-1 5,no,planetary,Water world,0,"",1631.4479980469,Not terraformable,4104.4075,0.2782239914,0.6718350649,259,0.716390430927,No volcanism,Nitrogen,-2.332125,1.175110636169,no,1742.43858566991,3.266523942752,0.003455,-0.080213,80.637104,,,21869.2,-175.938,40942.7,2021-07-11 07:53:30
Flyoo Prao AT-F d12-11,D,multiple,A (Blue-White) Star,A9,Vb,636,Flyoo Prao AT-F d12-11 B,K (Yellow-Orange) Star,K3,Va,636,Flyoo Prao AT-F d12-11 B,K (Yellow-Orange) Star,,,Flyoo Prao AT-F d12-11 B 3,no,planetary,Water world,0,"",37284.54296875,Not terraformable,3686.35025,0.1962659955,0.5875176191,306,0.701519608498,No volcanism,Carbon dioxide,0.322893,0.82972069713,no,1002.29828859921,1.834943950748,4.7000001359e-05,0.184432,246.562193,,,21920,-130.594,40962.4,2021-07-11 09:22:16
Flyoo Prao AT-F d12-4,D,multiple,F (White) Star,F4,VI,1220,Flyoo Prao AT-F d12-4 A,F (White) Star,F4,VI,1220,Flyoo Prao AT-F d12-4 A,F (White) Star,,,Flyoo Prao AT-F d12-4 A 4,no,planetary,Water world,0,"",1085.4506835938,Candidate for terraforming,4123.796,0.2806789875,0.671405077,338,0.294131457806,No volcanism,Nitrogen,0.103805,1.705850834572,no,1079.27845997943,2.199678171088,0.011397,0.172745,246.552272,,,21911.3,-150.875,41005.9,2021-07-11 08:28:08
Flyoo Prao AT-F d12-9,D,single,F (White) Star,F3,VI,690,Flyoo Prao AT-F d12-9,F (White) Star,F3,VI,690,Flyoo Prao AT-F d12-9,F (White) Star,,,Flyoo Prao AT-F d12-9 2,no,planetary,Water world,0,"",1661.6271972656,Not terraformable,5209.7215,0.6025149822,0.9030418396,246,1.01067507267,Minor Rocky Magma,Nitrogen,-1.193001,0.903773623009,no,1996.32174162951,3.332162141341,0.005512,-0.195948,103.236533,,,21924,-129.375,40976.3,2021-07-11 09:16:38
